sample_index,roi_name,patch_index,input_times,target_time,input_coverages,average_input_coverage,target_coverage,union_coverage,difficulty_score
134,ROIs2017/32,134,"22,26,19",0,"0.352142,0.499130,0.879608",0.5769602457682291,0.0,0.9727020263671875,0.9727020263671875
115,ROIs2017/32,115,"19,17,26",0,"0.510406,0.477066,0.753830",0.5804341634114584,0.0,0.9730072021484375,0.9730072021484375
149,ROIs2017/32,149,"26,6,17",0,"0.190475,0.929504,0.063492",0.3944905598958333,0.0,0.9732818603515625,0.9732818603515625
196,ROIs2017/32,196,"13,17,7",0,"0.867035,0.242905,0.642334",0.5840911865234375,0.0,0.973297119140625,0.973297119140625
132,ROIs2017/32,132,"26,20,17",0,"0.948227,0.283463,0.274658",0.5021158854166666,0.0,0.973968505859375,0.973968505859375
84,ROIs2017/32,84,"9,1,2",0,"0.838715,0.322952,0.440918",0.5341949462890625,0.0,0.976043701171875,0.976043701171875
203,ROIs2017/32,203,"20,22,19",3,"0.843719,0.331680,0.213318",0.4629058837890625,0.0,0.9760894775390625,0.9760894775390625
171,ROIs2017/32,171,"21,10,20",0,"0.732071,0.876282,0.325394",0.6445821126302084,0.0,0.976409912109375,0.976409912109375
66,ROIs2017/32,66,"27,2,25",0,"0.360046,0.809402,0.624756",0.5980682373046875,0.0,0.97711181640625,0.97711181640625
241,ROIs2017/140,3,"12,18,6",3,"0.662827,0.311325,0.916672",0.6302744547526041,0.0,0.97735595703125,0.97735595703125
4,ROIs2017/32,4,"19,25,21",0,"0.329422,0.907074,0.443420",0.5599721272786459,0.0,0.9793853759765625,0.9793853759765625
181,ROIs2017/32,181,"9,21,23",0,"0.942871,0.479553,0.160599",0.5276743570963541,0.0,0.9806365966796875,0.9806365966796875
226,ROIs2017/32,226,"1,6,13",0,"0.902573,0.860291,0.190765",0.6512095133463541,0.0,0.983978271484375,0.983978271484375
169,ROIs2017/32,169,"2,27,20",0,"0.688431,0.446899,0.762527",0.6326192220052084,0.0,0.985076904296875,0.985076904296875
246,ROIs2017/140,8,"7,6,8",3,"0.936005,0.736099,0.206589",0.6262308756510416,0.0,0.9857940673828125,0.9857940673828125
244,ROIs2017/140,6,"6,8,18",4,"0.912750,0.373840,0.449875",0.5788218180338541,0.0,0.9859466552734375,0.9859466552734375
76,ROIs2017/32,76,"26,19,27",0,"0.618423,0.935272,0.483444",0.679046630859375,0.0,0.986297607421875,0.986297607421875
213,ROIs2017/32,213,"2,25,21",0,"0.859558,0.417511,0.450729",0.5759328206380209,0.0,0.98638916015625,0.98638916015625
72,ROIs2017/32,72,"23,26,10",0,"0.562546,0.929901,0.071655",0.5213673909505209,0.0,0.9873046875,0.9873046875
75,ROIs2017/32,75,"26,19,6",0,"0.305664,0.812042,0.834259",0.6506551106770834,0.0,0.987823486328125,0.987823486328125
162,ROIs2017/32,162,"22,23,27",0,"0.074814,0.720978,0.682571",0.4927876790364583,0.0,0.9882354736328125,0.9882354736328125
68,ROIs2017/32,68,"23,19,26",0,"0.886292,0.056320,0.700760",0.54779052734375,0.0,0.9896240234375,0.9896240234375
211,ROIs2017/32,211,"13,26,7",3,"0.324539,0.116287,0.920700",0.4538421630859375,0.0,0.989898681640625,0.989898681640625
231,ROIs2017/32,231,"2,17,3",0,"0.882416,0.849991,0.000000",0.5774688720703125,0.0,0.98992919921875,0.98992919921875
161,ROIs2017/32,161,"20,27,25",0,"0.867218,0.749451,0.878601",0.831756591796875,0.0,0.9904327392578125,0.9904327392578125
192,ROIs2017/32,192,"23,9,21",0,"0.164413,0.935318,0.313522",0.4710845947265625,0.0,0.9908294677734375,0.9908294677734375
112,ROIs2017/32,112,"19,23,22",0,"0.903290,0.574341,0.131851",0.5364939371744791,0.0,0.9912261962890625,0.9912261962890625
100,ROIs2017/32,100,"23,20,1",0,"0.683823,0.867737,0.893250",0.8149363199869791,0.0,0.9933013916015625,0.9933013916015625
154,ROIs2017/32,154,"19,9,23",0,"0.395035,0.535706,0.760757",0.5638326009114584,0.0,0.9934234619140625,0.9934234619140625
167,ROIs2017/32,167,"21,19,9",0,"0.328568,0.901550,0.898834",0.7096506754557291,0.0,0.99603271484375,0.99603271484375
250,ROIs2017/140,12,"11,12,0",14,"0.933884,0.398529,0.817413",0.7166086832682291,0.0,0.99658203125,0.99658203125
245,ROIs2017/140,7,"11,12,23",3,"0.938293,0.214005,0.661209",0.6045023600260416,0.0,0.9966583251953125,0.9966583251953125
197,ROIs2017/32,197,"2,7,25",0,"0.735352,0.759827,0.811340",0.7688395182291666,0.0,0.9966888427734375,0.9966888427734375
32,ROIs2017/32,32,"6,19,25",0,"0.914459,0.890060,0.802582",0.8690338134765625,0.0,0.9968719482421875,0.9968719482421875
35,ROIs2017/32,35,"2,26,23",0,"0.931671,0.369751,0.413101",0.5715077718098959,0.0,0.9969635009765625,0.9969635009765625
186,ROIs2017/32,186,"27,20,21",0,"0.367111,0.433868,0.907166",0.5693817138671875,0.0,0.9976806640625,0.9976806640625
165,ROIs2017/32,165,"6,27,17",0,"0.903564,0.687531,0.196091",0.5957285563151041,0.0,0.9980926513671875,0.9980926513671875
182,ROIs2017/32,182,"19,27,21",0,"0.853226,0.342331,0.676102",0.6238861083984375,0.0,0.9982757568359375,0.9982757568359375
239,ROIs2017/140,1,"7,12,23",3,"0.942429,0.730698,0.682205",0.7851104736328125,0.0,0.998626708984375,0.998626708984375
130,ROIs2017/32,130,"17,19,22",0,"0.883682,0.888367,0.501480",0.757843017578125,0.0,0.9987335205078125,0.9987335205078125
243,ROIs2017/140,5,"3,27,8",4,"0.082230,0.917831,0.870819",0.623626708984375,0.0,0.9988555908203125,0.9988555908203125
7,ROIs2017/32,7,"26,1,13",0,"0.509048,0.903870,0.915680",0.7761993408203125,0.0,0.9988861083984375,0.9988861083984375
170,ROIs2017/32,170,"20,26,2",0,"0.898422,0.491211,0.373993",0.5878753662109375,0.0,0.99908447265625,0.99908447265625
242,ROIs2017/140,4,"11,12,5",4,"0.930344,0.804413,0.941315",0.8920237223307291,0.0,0.99908447265625,0.99908447265625
52,ROIs2017/32,52,"6,1,26",0,"0.825363,0.882172,0.854797",0.8541107177734375,0.0,0.999267578125,0.999267578125
12,ROIs2017/32,12,"9,17,23",0,"0.770050,0.442169,0.937027",0.7164154052734375,0.0,0.9994659423828125,0.9994659423828125
126,ROIs2017/32,126,"9,13,19",0,"0.555450,0.926315,0.802429",0.7613983154296875,0.0,0.9994659423828125,0.9994659423828125
121,ROIs2017/32,121,"23,6,19",0,"0.610123,0.670990,0.823715",0.7016092936197916,0.0,0.99993896484375,0.99993896484375
187,ROIs2017/32,187,"25,20,19",0,"0.921494,0.883408,0.291351",0.6987508138020834,0.0,0.9999542236328125,0.9999542236328125
23,ROIs2017/32,23,"23,2,26",0,"0.715576,0.934464,0.688110",0.7793833414713541,0.0,1.0,1.0
120,ROIs2017/32,120,"6,26,19",0,"0.909592,0.437119,0.677414",0.6747080485026041,0.0,1.0,1.0
222,ROIs2017/32,222,"2,17,14",3,"0.872574,0.846161,0.808563",0.8424326578776041,0.0,1.0,1.0
